"table_catalog";"table_schema";"table_name";"column_name";"ordinal_position";"column_default";"is_nullable";"data_type";"character_maximum_length";"character_octet_length";"numeric_precision";"numeric_precision_radix";"numeric_scale";"datetime_precision";"interval_type";"interval_precision";"character_set_catalog";"character_set_schema";"character_set_name";"collation_catalog";"collation_schema";"collation_name";"domain_catalog";"domain_schema";"domain_name";"udt_catalog";"udt_schema";"udt_name";"scope_catalog";"scope_schema";"scope_name";"maximum_cardinality";"dtd_identifier";"is_self_referencing";"is_identity";"identity_generation";"identity_start";"identity_increment";"identity_maximum";"identity_minimum";"identity_cycle";"is_generated";"generation_expression";"is_updatable"
"opentelcos";"gracethd";"t_fibre";"fo_etat";8;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_color";9;"";"YES";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_reper";10;"";"YES";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_proptyp";11;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_comment";12;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_creadat";13;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_majdate";14;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_majsrc";15;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_abddate";16;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_fibre";"fo_abdsrc";17;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"statut";1;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"num_appui";2;"";"YES";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"nature";3;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"type";4;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"hauteur";5;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"code_com";6;"";"YES";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"code_voie";7;"";"YES";"character varying";4;16;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"num_voie";8;"";"YES";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"passage";9;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"strategiqu";10;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"attente";11;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"note";12;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"index_doc_";13;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"id_noeud";14;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"rotation";15;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"float8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"cle_mkt1";16;"";"YES";"character varying";16;64;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"dtid";17;"nextval('otft.t_ft_appui_dtid_seq'::regclass)";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int8";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"typedoc";18;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"iddoc";19;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"etat_ent";20;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"createur";21;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"date_crea";22;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"modificatr";23;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"date_modif";24;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_appui";"geom";25;"";"NO";"USER-DEFINED";;;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"public";"geometry";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"statut";1;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"mode_pose";2;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"aut_passag";3;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"aut_pass_1";4;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"nature_con";5;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"type_longu";6;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"longueur";7;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"float8";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"note";8;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"compositio";9;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"id_proprie";10;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"index_doc_";11;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"enabled";12;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"origine";13;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"label_cabl";14;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"classe";15;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"shape_len";16;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"float8";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"id";17;"nextval('otft.t_ft_arciti_id_seq'::regclass)";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int8";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"typedoc";18;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"iddoc";19;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"etat_ent";20;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"createur";21;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"date_crea";22;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"modificatr";23;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"date_modif";24;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_arciti";"geom";25;"";"NO";"USER-DEFINED";;;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"public";"geometry";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"statut";1;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"implant";2;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"nature_cha";3;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"ref_chambr";4;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"ref_note";5;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"code_com";6;"";"YES";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"code_voie";7;"";"YES";"character varying";4;16;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"num_voie";8;"";"YES";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"id_proprie";9;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"acc_deport";10;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"ventil";11;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"plafon";12;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"id_gestion";13;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"type_trapp";14;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"quantifica";15;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"index_doc_";16;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"id_noeud";17;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"rotation";18;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"float8";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"code_ch1";19;"";"YES";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"code_ch2";20;"";"YES";"character varying";9;36;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"note";21;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"securisee";22;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"attente";23;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"cle_mkt1";24;"";"YES";"character varying";16;64;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"cle_mkt2";25;"";"YES";"character varying";15;60;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"code_ch1_c";26;"";"YES";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"26";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"code_ch2_p";27;"";"YES";"character varying";9;36;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"27";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"classe";28;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"28";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"dtid";29;"nextval('otft.t_ft_chambre_dtid_seq'::regclass)";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int8";"";"";"";;"29";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"typedoc";30;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"30";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"iddoc";31;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"31";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"etat_ent";32;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"32";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"createur";33;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"33";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"date_crea";34;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"34";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"modificatr";35;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"35";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"date_modif";36;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"36";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_chambre";"geom";37;"";"NO";"USER-DEFINED";;;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"public";"geometry";"";"";"";;"37";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_contrats";"idct";1;"nextval('otft.t_ft_contrats_idct_seq'::regclass)";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_contrats";"typect";2;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_contrats";"refct";3;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_contrats";"propct";4;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_contrats";"datect";5;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"t_ft_contrats";"etatct";6;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
